t,P_chosen,P_unchosen,P_left,P_right
27.768314334000753,0.48350047408493313,0.5164995259150669,0.5164995259150669,0.48350047408493313
28.318314334000753,0.5023583045164534,0.49764169548354675,0.49764169548354675,0.5023583045164534
28.86831433400075,0.5552947336517796,0.4447052663482204,0.4447052663482204,0.5552947336517796
29.41831433400075,0.6085785340090072,0.3914214659909929,0.3914214659909929,0.6085785340090072
29.968314334000752,0.6592793964061874,0.3407206035938127,0.3407206035938127,0.6592793964061874
30.518314334000753,0.6999368586505239,0.3000631413494761,0.3000631413494761,0.6999368586505239
31.068314334000753,0.7282006017763245,0.2717993982236756,0.2717993982236756,0.7282006017763245
31.61831433400075,0.7442895038826352,0.2557104961173649,0.2557104961173649,0.7442895038826352
32.168314334000755,0.7527041854271729,0.24729581457282712,0.24729581457282712,0.7527041854271729
36.75096441700116,0.5004939963882498,0.49950600361175024,0.49950600361175024,0.5004939963882498
37.30096441700116,0.5299833061067589,0.4700166938932412,0.4700166938932412,0.5299833061067589
37.85096441700116,0.57859887410437,0.42140112589562995,0.42140112589562995,0.57859887410437
38.40096441700116,0.6356790847351474,0.3643209152648526,0.3643209152648526,0.6356790847351474
38.95096441700116,0.6833347045835927,0.3166652954164074,0.3166652954164074,0.6833347045835927
46.894555542000305,0.5275137617523981,0.47248623824760194,0.47248623824760194,0.5275137617523981
47.44455554200031,0.5184232723393355,0.4815767276606645,0.4815767276606645,0.5184232723393355
47.994555542000306,0.4999730466750745,0.5000269533249255,0.5000269533249255,0.4999730466750745
48.54455554200031,0.4733457856421749,0.5266542143578252,0.5266542143578252,0.4733457856421749
49.09455554200031,0.42171680353594887,0.5782831964640511,0.5782831964640511,0.42171680353594887
49.644555542000305,0.36072575613039465,0.6392742438696054,0.6392742438696054,0.36072575613039465
55.01591454200097,0.48708816937358335,0.5129118306264168,0.5129118306264168,0.48708816937358335
55.565914542000975,0.47792534030659367,0.5220746596934064,0.5220746596934064,0.47792534030659367
56.11591454200097,0.5418270459834572,0.4581729540165428,0.4581729540165428,0.5418270459834572
56.665914542000976,0.6067635031465184,0.3932364968534817,0.3932364968534817,0.6067635031465184
57.215914542000974,0.6621476875376467,0.3378523124623533,0.3378523124623533,0.6621476875376467
64.59049216699968,0.43630381615963243,0.5636961838403676,0.43630381615963243,0.5636961838403676
65.14049216699968,0.4493426246032899,0.5506573753967102,0.4493426246032899,0.5506573753967102
65.69049216699969,0.4700960903117416,0.5299039096882585,0.4700960903117416,0.5299039096882585
66.24049216699969,0.49160164287832253,0.5083983571216775,0.49160164287832253,0.5083983571216775
66.79049216699968,0.5361194641794661,0.4638805358205339,0.5361194641794661,0.4638805358205339
67.34049216699968,0.5862153030346055,0.41378469696539466,0.5862153030346055,0.41378469696539466
67.89049216699968,0.6677101664602739,0.33228983353972613,0.6677101664602739,0.33228983353972613
68.44049216699969,0.722944781788847,0.27705521821115303,0.722944781788847,0.27705521821115303
74.64566704200006,0.463244483620183,0.5367555163798171,0.463244483620183,0.5367555163798171
75.19566704200005,0.4767840376374376,0.5232159623625624,0.4767840376374376,0.5232159623625624
75.74566704200006,0.5059798463368778,0.49402015366312224,0.5059798463368778,0.49402015366312224
76.29566704200006,0.5726458272304292,0.4273541727695708,0.5726458272304292,0.4273541727695708
76.84566704200006,0.6304020451919667,0.36959795480803326,0.6304020451919667,0.36959795480803326
77.39566704200006,0.6866827975693535,0.3133172024306466,0.6866827975693535,0.3133172024306466
77.94566704200005,0.7255485501137662,0.2744514498862339,0.7255485501137662,0.2744514498862339
78.49566704200006,0.7431199528302099,0.25688004716979007,0.7431199528302099,0.25688004716979007
84.71370766699947,0.44936507685640426,0.5506349231435959,0.44936507685640426,0.5506349231435959
85.26370766699947,0.4504921262800973,0.5495078737199027,0.4504921262800973,0.5495078737199027
85.81370766699948,0.4530825623640763,0.5469174376359237,0.4530825623640763,0.5469174376359237
86.36370766699947,0.5034010869970278,0.4965989130029722,0.5034010869970278,0.4965989130029722
86.91370766699947,0.5913996293106115,0.40860037068938854,0.5913996293106115,0.40860037068938854
87.46370766699947,0.6656666576282672,0.33433334237173284,0.6656666576282672,0.33433334237173284
88.01370766699947,0.7247727972549647,0.2752272027450354,0.7247727972549647,0.2752272027450354
94.57269625000008,0.49838463372331276,0.5016153662766872,0.5016153662766872,0.49838463372331276
95.12269625000008,0.5205911104294353,0.4794088895705648,0.4794088895705648,0.5205911104294353
95.67269625000009,0.5502985935205795,0.4497014064794206,0.4497014064794206,0.5502985935205795
96.22269625000008,0.6038239176232374,0.3961760823767626,0.3961760823767626,0.6038239176232374
96.77269625000008,0.6518186314761061,0.348181368523894,0.348181368523894,0.6518186314761061
97.32269625000008,0.6905964631600332,0.3094035368399669,0.3094035368399669,0.6905964631600332
97.87269625000008,0.7165871431480976,0.2834128568519025,0.2834128568519025,0.7165871431480976
105.52916000000077,0.4507125473076382,0.5492874526923619,0.4507125473076382,0.5492874526923619
106.07916000000077,0.4595938601767823,0.5404061398232178,0.4595938601767823,0.5404061398232178
106.62916000000078,0.4705420740400993,0.5294579259599007,0.4705420740400993,0.5294579259599007
107.17916000000078,0.5268684275176614,0.47313157248233867,0.5268684275176614,0.47313157248233867
107.72916000000077,0.5950796338689924,0.40492036613100757,0.5950796338689924,0.40492036613100757
108.27916000000077,0.6640973696912914,0.3359026303087086,0.6640973696912914,0.3359026303087086
108.82916000000077,0.7241887024997916,0.2758112975002085,0.7241887024997916,0.2758112975002085
116.77089545900053,0.4951391369438196,0.5048608630561804,0.5048608630561804,0.4951391369438196
117.32089545900052,0.5140931278403594,0.48590687215964057,0.48590687215964057,0.5140931278403594
117.87089545900054,0.5635807905022613,0.43641920949773877,0.43641920949773877,0.5635807905022613
118.42089545900053,0.6086553212360428,0.3913446787639572,0.3913446787639572,0.6086553212360428
118.97089545900053,0.6488278476233161,0.35117215237668387,0.35117215237668387,0.6488278476233161
119.52089545900053,0.689139738844859,0.310860261155141,0.310860261155141,0.689139738844859
120.07089545900052,0.7231467486355123,0.27685325136448774,0.27685325136448774,0.7231467486355123
126.5715894590001,0.5195742919461477,0.4804257080538524,0.5195742919461477,0.4804257080538524
127.12158945900009,0.5229813328078265,0.47701866719217345,0.5229813328078265,0.47701866719217345
127.6715894590001,0.4788512696721242,0.5211487303278758,0.4788512696721242,0.5211487303278758
128.22158945900009,0.4203603761255602,0.5796396238744399,0.4203603761255602,0.5796396238744399
128.7715894590001,0.35865118269834645,0.6413488173016536,0.35865118269834645,0.6413488173016536
129.3215894590001,0.3074692552264358,0.6925307447735642,0.3074692552264358,0.6925307447735642
129.8715894590001,0.2744339599409854,0.7255660400590147,0.2744339599409854,0.7255660400590147
136.36503133400112,0.4871243531520079,0.5128756468479921,0.4871243531520079,0.5128756468479921
136.9150313340011,0.5054309805876663,0.49456901941233367,0.5054309805876663,0.49456901941233367
137.4650313340011,0.5352820515448197,0.46471794845518033,0.5352820515448197,0.46471794845518033
138.0150313340011,0.5653459486949534,0.43465405130504675,0.5653459486949534,0.43465405130504675
138.5650313340011,0.622140837153134,0.37785916284686616,0.622140837153134,0.37785916284686616
139.11503133400112,0.6907467073313783,0.3092532926686218,0.6907467073313783,0.3092532926686218
139.6650313340011,0.7325451154931569,0.2674548845068431,0.7325451154931569,0.2674548845068431
140.2150313340011,0.7485714210008196,0.25142857899918036,0.7485714210008196,0.25142857899918036
146.11714091700088,0.5099337219339267,0.4900662780660734,0.4900662780660734,0.5099337219339267
146.66714091700086,0.5128389336645619,0.4871610663354382,0.4871610663354382,0.5128389336645619
147.21714091700088,0.45218518360462523,0.5478148163953748,0.5478148163953748,0.45218518360462523
147.76714091700086,0.3755190203598028,0.6244809796401973,0.6244809796401973,0.3755190203598028
148.31714091700087,0.31246819361641703,0.687531806383583,0.687531806383583,0.31246819361641703
148.86714091700088,0.27223016097463926,0.7277698390253607,0.7277698390253607,0.27223016097463926
149.41714091700086,0.2533917668211666,0.7466082331788334,0.7466082331788334,0.2533917668211666
149.96714091700088,0.24739646739596666,0.7526035326040333,0.7526035326040333,0.24739646739596666
155.82523533400018,0.5511648999176024,0.4488351000823976,0.5511648999176024,0.4488351000823976
156.37523533400017,0.5696662122230752,0.43033378777692477,0.5696662122230752,0.43033378777692477
156.92523533400018,0.5457571087917317,0.45424289120826833,0.5457571087917317,0.45424289120826833
157.47523533400016,0.512785207168251,0.48721479283174907,0.512785207168251,0.48721479283174907
158.02523533400017,0.4352281726218239,0.5647718273781761,0.4352281726218239,0.5647718273781761
158.57523533400018,0.35761406911697485,0.6423859308830252,0.35761406911697485,0.6423859308830252
159.12523533400017,0.3014041620197567,0.6985958379802433,0.3014041620197567,0.6985958379802433
159.67523533400018,0.2627006707297247,0.7372993292702754,0.2627006707297247,0.7372993292702754
160.22523533400016,0.24924976782957592,0.7507502321704241,0.24924976782957592,0.7507502321704241
165.54810416699985,0.48869386956137817,0.5113061304386218,0.48869386956137817,0.5113061304386218
166.09810416699983,0.5086727081684698,0.49132729183153034,0.5086727081684698,0.49132729183153034
166.64810416699984,0.5829114305319184,0.41708856946808165,0.5829114305319184,0.41708856946808165
167.19810416699983,0.6493189503269633,0.3506810496730368,0.6493189503269633,0.3506810496730368
167.74810416699984,0.7042099752845126,0.29579002471548743,0.7042099752845126,0.29579002471548743
168.29810416699985,0.7369164506155133,0.26308354938448675,0.7369164506155133,0.26308354938448675
168.84810416699983,0.7489527050317044,0.2510472949682956,0.7489527050317044,0.2510472949682956
169.39810416699984,0.7530536446507794,0.24694635534922066,0.7530536446507794,0.24694635534922066
175.2992297500012,0.4806709178990006,0.5193290821009995,0.5193290821009995,0.4806709178990006
175.84922975000117,0.46497936917594,0.53502063082406,0.53502063082406,0.46497936917594
176.39922975000118,0.5150570173956177,0.4849429826043823,0.4849429826043823,0.5150570173956177
176.94922975000117,0.5696207016211505,0.4303792983788495,0.4303792983788495,0.5696207016211505
177.49922975000118,0.6311020464593621,0.3688979535406379,0.3688979535406379,0.6311020464593621
178.0492297500012,0.6787551158009278,0.3212448841990722,0.3212448841990722,0.6787551158009278
178.59922975000117,0.7179692604276604,0.2820307395723397,0.2820307395723397,0.7179692604276604
179.14922975000118,0.7421539643707342,0.2578460356292659,0.2578460356292659,0.7421539643707342
185.00378750000056,0.47822739842155215,0.521772601578448,0.521772601578448,0.47822739842155215
185.55378750000054,0.4935945865351074,0.5064054134648927,0.5064054134648927,0.4935945865351074
186.10378750000055,0.5118703197157825,0.48812968028421766,0.48812968028421766,0.5118703197157825
186.65378750000053,0.5570160080723279,0.44298399192767224,0.44298399192767224,0.5570160080723279
187.20378750000054,0.6478203014322557,0.35217969856774434,0.35217969856774434,0.6478203014322557
187.75378750000056,0.7071252882181194,0.2928747117818807,0.2928747117818807,0.7071252882181194
188.30378750000054,0.7389452295513974,0.2610547704486026,0.2610547704486026,0.7389452295513974
194.80838095899963,0.4938072995451497,0.5061927004548504,0.4938072995451497,0.5061927004548504
195.35838095899962,0.45318724646480585,0.5468127535351942,0.45318724646480585,0.5468127535351942
195.90838095899963,0.4123782763203093,0.5876217236796908,0.4123782763203093,0.5876217236796908
196.4583809589996,0.35115609994420405,0.6488439000557961,0.35115609994420405,0.6488439000557961
197.00838095899962,0.3074656457393352,0.6925343542606648,0.3074656457393352,0.6925343542606648
197.55838095899963,0.27539203661950074,0.7246079633804993,0.27539203661950074,0.7246079633804993
198.10838095899962,0.25923311355455025,0.7407668864454499,0.25923311355455025,0.7407668864454499
198.65838095899963,0.25143815203868447,0.7485618479613155,0.25143815203868447,0.7485618479613155
199.2083809589996,0.2476185684431209,0.7523814315568791,0.2476185684431209,0.7523814315568791
204.59449891700098,0.5159256286316564,0.4840743713683437,0.4840743713683437,0.5159256286316564
205.14449891700096,0.4931702031125919,0.5068297968874081,0.5068297968874081,0.4931702031125919
205.69449891700097,0.46608933902978356,0.5339106609702166,0.5339106609702166,0.46608933902978356
206.24449891700095,0.4141740422181298,0.5858259577818703,0.5858259577818703,0.4141740422181298
206.79449891700096,0.34559448432353723,0.6544055156764629,0.6544055156764629,0.34559448432353723
207.34449891700098,0.2997259311963762,0.7002740688036239,0.7002740688036239,0.2997259311963762
207.89449891700096,0.2684180201194294,0.7315819798805706,0.7315819798805706,0.2684180201194294
214.3552763750002,0.4871243531520079,0.5128756468479921,0.4871243531520079,0.5128756468479921
214.90527637500017,0.4960012497236258,0.5039987502763743,0.4960012497236258,0.5039987502763743
215.45527637500018,0.5597461355390656,0.4402538644609345,0.5597461355390656,0.4402538644609345
216.00527637500016,0.6267151700083294,0.3732848299916707,0.6267151700083294,0.3732848299916707
216.55527637500018,0.680992793602002,0.319007206397998,0.680992793602002,0.319007206397998
217.1052763750002,0.7236890828352515,0.27631091716474854,0.7236890828352515,0.27631091716474854
217.65527637500017,0.7440944246436811,0.2559055753563189,0.7440944246436811,0.2559055753563189
218.20527637500018,0.7514945706627081,0.24850542933729192,0.7514945706627081,0.24850542933729192
224.09384266700073,0.5119962379396683,0.4880037620603317,0.5119962379396683,0.4880037620603317
224.6438426670007,0.4921117769910246,0.5078882230089754,0.4921117769910246,0.5078882230089754
225.19384266700072,0.4550418674208625,0.5449581325791376,0.4550418674208625,0.5449581325791376
225.7438426670007,0.4035651103906328,0.5964348896093673,0.4035651103906328,0.5964348896093673
226.29384266700072,0.33132349066272215,0.6686765093372778,0.33132349066272215,0.6686765093372778
226.84384266700073,0.27942906921944044,0.7205709307805596,0.27942906921944044,0.7205709307805596
233.86942933400024,0.48552150413835904,0.5144784958616411,0.5144784958616411,0.48552150413835904
234.41942933400023,0.48157655184010256,0.5184234481598975,0.5184234481598975,0.48157655184010256
234.96942933400024,0.4893719689241334,0.5106280310758666,0.5106280310758666,0.4893719689241334
235.51942933400022,0.5386887724717053,0.4613112275282948,0.4613112275282948,0.5386887724717053
236.06942933400023,0.6286259520426767,0.37137404795732337,0.37137404795732337,0.6286259520426767
243.60377404200045,0.4542051751999818,0.5457948248000182,0.4542051751999818,0.5457948248000182
244.15377404200044,0.45061047131290033,0.5493895286870997,0.45061047131290033,0.5493895286870997
244.70377404200045,0.4511618762223358,0.5488381237776643,0.4511618762223358,0.5488381237776643
245.25377404200043,0.4691526511470285,0.5308473488529716,0.4691526511470285,0.5308473488529716
245.80377404200044,0.576300205249831,0.42369979475016906,0.576300205249831,0.42369979475016906
246.35377404200045,0.6797004351831465,0.3202995648168536,0.6797004351831465,0.3202995648168536
253.38163187500032,0.49420236695572256,0.5057976330442775,0.5057976330442775,0.49420236695572256
253.9316318750003,0.49756481902094996,0.5024351809790502,0.5024351809790502,0.49756481902094996
254.48163187500032,0.5336724710285391,0.4663275289714609,0.4663275289714609,0.5336724710285391
255.0316318750003,0.5838146722455987,0.4161853277544014,0.4161853277544014,0.5838146722455987
255.5816318750003,0.661575171304772,0.33842482869522805,0.33842482869522805,0.661575171304772
263.15786558400106,0.49627575716446226,0.5037242428355377,0.49627575716446226,0.5037242428355377
263.70786558400107,0.5011954816709542,0.49880451832904593,0.5011954816709542,0.49880451832904593
264.257865584001,0.5143163224461135,0.48568367755388664,0.5143163224461135,0.48568367755388664
264.80786558400104,0.5495813019894907,0.4504186980105093,0.5495813019894907,0.4504186980105093
265.35786558400105,0.6638659330970527,0.33613406690294745,0.6638659330970527,0.33613406690294745
265.90786558400106,0.723736838872814,0.2762631611271861,0.723736838872814,0.2762631611271861
266.45786558400107,0.7475609187615608,0.2524390812384392,0.7475609187615608,0.2524390812384392
267.007865584001,0.753628595368653,0.24637140463134702,0.753628595368653,0.24637140463134702
273.40497575000046,0.5090968620569776,0.4909031379430225,0.5090968620569776,0.4909031379430225
273.9549757500005,0.5044451250641657,0.4955548749358343,0.5044451250641657,0.4955548749358343
274.5049757500004,0.4686400173858427,0.5313599826141574,0.4686400173858427,0.5313599826141574
275.05497575000044,0.4282002032694022,0.5717997967305979,0.4282002032694022,0.5717997967305979
275.60497575000045,0.33371005941125226,0.6662899405887478,0.33371005941125226,0.6662899405887478
276.15497575000046,0.28148180918901883,0.7185181908109812,0.28148180918901883,0.7185181908109812
283.19322125000036,0.46853518906971225,0.5314648109302879,0.46853518906971225,0.5314648109302879
283.7432212500004,0.469099273474725,0.5309007265252751,0.469099273474725,0.5309007265252751
